日期,计划购电量_kWh,期望紧急购电量_kWh,实际紧急购电量_kWh,实际结算总购电费_元,24:00储电量_kWh
2025-10-22,70110.21402757202,2697.3888566666674,4556.656383333335,58954.138091391724,1199.9999999999995
2025-10-23,70812.72839999999,23360.620466666667,20070.871099999997,124070.70439282,1200.0000000000023
2025-10-24,72066.26447427983,3139.44513,98.20833333333326,44779.534313906355,1200.0000000000045
2025-10-25,17946.428177366248,20498.03759666667,18980.516549999997,85606.52187367252,1199.9999999999995
2025-10-26,12833.146584004113,16453.570926666667,54280.51263333333,234035.62535014687,1199.9999999999982
2025-10-27,82295.20329179424,6795.900340000001,2230.8896833333347,60315.62870843911,1200.0000000000045
2025-10-28,60983.39070534978,23325.402596666667,21225.067733333333,123164.74508861885,1200.0000000000016
2025-10-29,78140.4885275,2704.887359999999,3555.7909499999987,62724.472581091075,1200.0000000000014
2025-10-30,61816.355484362124,22503.20550666667,20280.778816666665,120859.29316940517,1200.0
2025-10-31,75356.42490892592,3761.2218866666667,127.55166666666668,46488.67792923332,1200.000000000001
2025-11-01,20275.92211666666,21461.810356666665,19718.92423333333,88931.14446201999,1199.9999999999975
2025-11-02,12569.563689506173,16363.520316666667,59404.990633333335,254894.45597770019,1200.0000000000005
2025-11-03,94226.84093333333,7504.272633333333,1766.1602666666654,67113.87874617665,1200.0000000000023
2025-11-04,60205.76166008231,21704.762700000003,20850.15715,122436.693721461,1200.0000000000043
2025-11-05,85080.46936666666,2489.636373333334,2362.470116666667,60650.736199666666,1200.0000000000018
2025-11-06,64659.246509465,23136.111739999997,21714.447716666666,129093.46146672092,1200.0000000000055
2025-11-07,76163.79824876541,2389.960673333334,180.89999999999998,48478.56336216067,1200.0000000000018
2025-11-08,23174.12835432098,22869.496073333336,20315.791733333335,94056.75490378444,1199.9999999999989
2025-11-09,13004.823255555555,15855.468216666666,60959.55796337449,261690.96655145078,1200.0000000000002
2025-11-10,94303.62126666665,7380.543670000001,2710.9454833333343,70866.72699966,1200.0
2025-11-11,68627.03036666666,24739.528766666666,21187.738516666665,128781.33858166334,1200.0000000000018
2025-11-12,78175.04975139507,2593.3257300000005,2755.6050333333333,59288.62556929112,1200.0000000000005
2025-11-13,65563.8323537037,23746.829023333332,22016.40453333333,129209.30322019203,1200.0
2025-11-14,79630.34110534978,2172.1503666666677,189.5333333333333,50215.60171441796,1200.0000000000032
2025-11-15,23649.128394444437,23709.543896666666,21766.765383333335,100479.6856001711,1200.000000000001
2025-11-16,12892.412464403295,16814.25214,64323.0806,274303.21684902377,1200.0000000000036
2025-11-17,91648.15654999999,7585.131603333332,2054.532133333333,66831.50323196166,1200.0000000000007
2025-11-18,66959.02225,24068.502236666664,22336.74686666667,132624.0751384367,1200.0000000000002
2025-11-19,79593.19964852263,2502.136253333335,3987.950983333334,64810.3775082607,1200.0000000000016
2025-11-20,67386.44658333332,24060.9895,21783.345366666665,131118.61416270165,1199.9999999999995
2025-11-21,80682.35976769545,2485.66065,171.72166666666664,51359.00097942519,1200.0000000000014
2025-11-22,26409.29308333333,23920.714224320982,21815.430733333335,104190.44721144666,1200.000000000002
2025-11-23,14229.25426419753,16480.9718,63821.947433333335,273184.56392509036,1200.0000000000011
2025-11-24,92610.32860411522,7856.2952000000005,2775.6332999999995,69897.32997724766,1200.0000000000025
2025-11-25,71452.38161666667,25796.277976666664,22823.648016666666,138156.1140258533,1200.000000000002
2025-11-26,83490.40446666666,2589.82569,2826.874700000001,63440.97007555499,1200.0000000000025
2025-11-27,71948.93663333333,24442.742586666667,22679.512233333335,137804.82438836998,1200.0
2025-11-28,82197.33524999999,2557.0286366666664,252.45833333333331,52783.07184671332,1200.0000000000005
2025-11-29,28873.868484567894,25488.789856666666,21874.98118333333,102825.54869725056,1199.9999999999998
2025-11-30,17477.45402263374,17165.160986666666,64823.49579999999,279853.2623482102,1199.9999999999995
2025-12-01,98999.32174999999,8810.326633333334,6189.283000000001,84580.02611179167,1200.0000000000014
2025-12-02,80688.4922547325,27266.84632,23605.289683333333,150008.49797919058,1200.0
2025-12-03,88238.15255833331,2863.1837500000006,5778.401399999998,76329.8745324825,1200.0
2025-12-04,79061.01523168724,27372.949506666664,24900.815166666667,153129.68330823726,1200.0000000000043
2025-12-05,94720.01831666665,2950.57614,247.04499999999996,61678.48326178666,1200.000000000002
2025-12-06,33448.4123744856,26678.803346666664,24321.588116666662,116124.08233643827,1200.0000000000014
2025-12-07,30799.49687489711,18194.257726666667,59967.20413333333,266844.046427942,1200.000000000003
2025-12-08,106266.11328333332,8002.818816666668,2224.0724333333333,77791.94107516999,1200.0
2025-12-09,79360.71638971193,26019.149749999997,23863.037266666666,149008.44085294165,1200.0000000000005
2025-12-10,93281.15491666665,2711.4161066666675,3604.301166666665,70981.85112416666,1200.0000000000014
2025-12-11,78588.68229609053,26632.49282666667,23067.603066666667,146655.2155134383,1200.0000000000002
2025-12-12,93385.94832530862,3537.9526566666664,255.74166666666667,60541.731406540865,1200.0000000000005
2025-12-13,35575.20458045267,25975.95818666667,23223.849349999997,113688.39119569247,1199.9999999999993
2025-12-14,24867.01251975308,18211.82931,66529.30566666665,290306.7984040589,1200.0000000000002
2025-12-15,102248.38003333332,9229.81309,3809.253549999999,79434.61989661999,1200.0000000000025
2025-12-16,78209.14473539093,27802.744643333335,24746.7774,151282.53193574966,1200.0000000000025
2025-12-17,97572.34351666665,2838.144443333333,2800.5577166666662,72512.49342878998,1200.0000000000016
2025-12-18,74298.19898395061,25702.648086666664,23276.511249999996,142523.54766068957,1200.0000000000036
2025-12-19,92506.97264999998,2950.1441000000004,225.3054666666668,59785.43174369332,1199.9999999999995
2025-12-20,32761.09333333333,26649.180817078188,23523.20233333333,111522.35832693166,1200.0000000000007
2025-12-21,26842.295546090532,19215.100826666665,65021.0463,285555.6946369889,1200.0000000000005
2025-12-22,102570.19486666666,9111.224789999998,3974.6775499999985,80541.43010316667,1200.000000000001
2025-12-23,80208.90546255144,26739.331963333334,22697.131149999997,144943.05023444732,1200.0000000000014
2025-12-24,93971.69183333333,3186.9093466666677,3476.0875500000006,72458.62077454999,1200.0000000000011
2025-12-25,73874.39517674896,27225.252216666664,25424.3491,150009.15212212404,1200.0000000000018
2025-12-26,94084.09474999999,3102.3864666666673,230.31833333333333,60808.24234299999,1200.0000000000032
2025-12-27,31917.095011934147,24946.27028,23230.97798333333,113203.98425018227,1200.0000000000007
2025-12-28,23874.385144238677,18069.788576666666,65524.584449999995,283879.72391138814,1200.0000000000007
2025-12-29,101371.9649899177,8838.409679999999,3116.986616666668,77033.96256069762,1200.0000000000005
2025-12-30,76572.2714,26812.183106666667,23245.856499999994,143393.40592363666,1199.9999999999993
2025-12-31,95556.72619238682,3303.4476699999996,3584.931016666668,74580.43669743923,1200.0000000000005
