日期,计划购电量_kWh,期望紧急购电量_kWh,实际紧急购电量_kWh,实际结算总购电费_元,24:00储电量_kWh
2025-03-08,18102.95910596707,20292.306323333338,19464.006233333334,86762.21175988996,1199.9999999999989
2025-03-09,13312.322105508225,14611.398526666666,52859.76345,229759.99891331905,1200.0
2025-03-10,84889.89422942387,6657.718536666668,2813.9555666666665,63080.7716852046,1200.0000000000023
2025-03-11,57684.49459953703,21190.050833333335,19102.268099999998,111084.19466685285,1200.0000000000036
2025-03-12,75064.93930308642,3151.9407300000003,3896.4002333333347,59099.86604707414,1200.0000000000018
2025-03-13,67148.21704999999,21511.709103333334,18953.303066666667,118284.71618080833,1200.0000000000014
2025-03-14,66838.84226893002,2339.564426666666,159.42833333333328,41464.604870526804,1200.000000000003
2025-03-15,21938.043659670773,20417.794313333336,19370.5786,88576.8461537437,1199.9999999999993
2025-03-16,13083.863258847738,14824.370739999998,53562.98818333333,227018.04648042872,1200.0000000000005
2025-03-17,83036.60117078188,6756.622746666667,2003.3737499999997,60677.69477656573,1199.9999999999998
2025-03-18,65640.06643333333,21555.263036666664,18569.387799999997,113592.73139422,1200.0
2025-03-19,60551.10640802469,2321.9407533333338,5824.502783333335,57703.0737952363,1200.0
2025-03-20,60803.35590534979,20460.814393333334,18523.449233333333,111906.94318819587,1200.0000000000018
2025-03-21,69288.19652732305,2638.552466666668,176.5166666666667,42452.10792572361,1200.0000000000014
2025-03-22,22514.842178806583,19326.091626666668,16808.686416666667,78259.9804942276,1200.000000000001
2025-03-23,12569.648234156375,14081.056636666666,50057.34835514403,214229.6510510732,1200.0000000000045
2025-03-24,80406.66602016459,6502.290023333333,1870.5998333333328,56993.22755549628,1200.000000000001
2025-03-25,64736.83747860083,21576.337133333334,18809.171166666663,115175.81830760786,1200.0
2025-03-26,65606.61561028806,2535.7247199999997,3134.7979166666655,50808.46956086857,1199.9999999999995
2025-03-27,61759.15731152263,20956.93524666666,18666.0202,111668.86807937613,1200.0000000000005
2025-03-28,68568.54755020575,2078.7804266666662,194.07166666666677,42664.21074269839,1200.0000000000007
2025-03-29,13300.428165637859,18968.16185,17825.507966666664,77659.7849902356,1199.9999999999998
2025-03-30,11597.362042798355,13334.854956666666,47745.375466666665,207096.55883882573,1199.9999999999995
2025-03-31,73429.82351553703,6451.567776666667,2384.125133333334,53255.43342226119,1200.0000000000005
2025-04-01,66547.88788045268,20051.499836666666,18023.361333333334,112174.97884390304,1200.0
2025-04-02,68853.12489012345,2273.710336666667,2423.6806833333317,50255.42534102812,1200.0000000000002
2025-04-03,61252.50807777777,20283.43897,17796.780616666667,108232.41674970556,1200.000000000005
2025-04-04,58968.247712139906,2079.17772,216.69999999999993,36343.56571434678,1200.000000000002
2025-04-05,15363.139310812756,18209.024636666665,17583.453666666665,77199.99579122935,1200.0000000000018
2025-04-06,11561.294647530862,13494.334953333333,47057.0496,199195.85380324276,1199.999999999998
2025-04-07,71061.62979613376,6298.6718033333345,2515.0589666666665,51620.223743179675,1200.000000000002
2025-04-08,57946.30165989917,19968.460456666668,18203.186366666665,107734.2897081635,1200.0000000000007
2025-04-09,67380.21699445677,2013.9861733333332,2899.8800666666657,49208.06278639528,1200.000000000001
2025-04-10,58333.23754829218,18862.477253333334,16566.714699999997,101500.18138945542,1199.9999999999995
2025-04-11,52976.48949691358,2164.3658300000006,221.46330000000017,32548.692589969443,1200.000000000004
2025-04-12,18752.75579897119,17663.94311,15379.437483333331,70799.2724315431,1199.9999999999989
2025-04-13,10534.697697325104,13233.78443,49761.19915946502,213488.81727259856,1200.0000000000016
2025-04-14,81521.14811666666,6713.0439700000015,2482.1926833333328,59601.70150231999,1200.0000000000016
2025-04-15,54463.37248266666,18550.942133333334,16478.466316666665,98266.94227336992,1199.9999999999982
2025-04-16,63293.716970987654,2148.5884533333333,3472.392033333332,47494.37255306018,1200.0000000000014
2025-04-17,51806.5747795823,18680.28526,17524.718799999995,99131.01438493934,1200.000000000003
2025-04-18,61428.549916666656,2162.5396433333335,194.45499999999998,37174.96449944665,1200.0000000000007
2025-04-19,13398.446690329216,17184.426466666668,15450.307966666667,68444.52071589793,1199.9999999999986
2025-04-20,11343.631536625517,12142.49399,47641.47229279835,205183.26570564113,1200.0000000000027
2025-04-21,81275.94266666665,6210.58575,2520.854633333333,59253.24803150499,1200.0000000000005
2025-04-22,50129.59098662551,17944.863536666664,16177.230033333331,91946.10041652783,1200.0
2025-04-23,53477.5375600823,2124.747403333334,4409.4842499999995,47520.88559583563,1200.0000000000032
2025-04-24,55722.20595081069,18206.232806666667,16166.711383333333,97584.30018420203,1200.0
2025-04-25,55589.42148888888,1940.3385666666663,125.35666666666668,34081.93658970237,1200.0000000000002
2025-04-26,11624.779599176956,16469.639580000003,15666.05905,67434.12805374537,1199.999999999998
2025-04-27,10554.937202057616,12315.301449999999,45806.625873662546,197126.43765134033,1200.0
2025-04-28,84863.11466666666,6081.16057,2272.659283333333,60716.25903215833,1200.0000000000011
2025-04-29,52917.672426131685,17049.350216666666,15582.060483333331,93080.4706666642,1200.000000000002
2025-04-30,52839.10661646089,2103.828323333333,3880.986700000002,44848.21292359111,1200.0000000000005
2025-05-01,56610.045988271595,17943.769663333333,18374.488999999998,108803.42273991715,1200.0
2025-05-02,68664.52890946502,2551.496143333333,233.0221833333336,42958.07521972422,1200.0000000000002
2025-05-03,21387.225221193417,16994.241293333333,15630.534816666666,72969.37596800028,1200.0
2025-05-04,12267.47657839506,12468.760646666666,44797.847700000006,189736.9201354437,1200.0000000000011
2025-05-05,78842.2711835391,6069.56765,2184.6798999999996,56691.09162234848,1199.9999999999995
2025-05-06,52457.32694012345,16930.223706666664,16449.0012,95122.22702446365,1200.000000000001
2025-05-07,62471.44941316871,2280.159343333334,2695.1656166666676,48685.582471182155,1200.000000000001
2025-05-08,65364.98813539094,17963.441796666666,14857.411149999998,99073.48851578185,1200.0
2025-05-09,67735.87921584361,2189.534676666666,104.3083333333334,41192.92636011547,1200.0000000000027
2025-05-10,21982.41722366255,17045.897196666665,15720.291183333333,71438.19913660629,1200.0000000000011
2025-05-11,13784.108116923866,11631.674043333334,47227.98673333333,203525.6044324109,1200.0
2025-05-12,74894.53463991769,6619.215988233334,1856.919916666667,51840.67621699027,1200.0000000000005
2025-05-13,62915.5491462963,17942.578713333332,14902.538166666665,97525.5055386113,1200.0
2025-05-14,60864.99653170163,2122.33072,3702.326433333335,50606.46465195603,1200.0
2025-05-15,57872.44710411111,17765.780256666665,14660.499133333333,91656.8810490706,1200.0000000000023
2025-05-16,58263.17002119341,2144.021326666667,206.38698333333338,36283.03092082414,1200.0000000000005
2025-05-17,23545.873927777775,16385.46503,14883.595716666665,69558.64584542667,1200.0000000000036
2025-05-18,13878.948014197525,11862.048589999999,45048.63966666666,190841.00092168612,1200.0000000000002
2025-05-19,75762.96927366666,5522.449476666666,1742.9376833333326,54252.51444757852,1200.0000000000014
2025-05-20,59753.84710336831,17589.332126666664,15612.49405,96344.35068119405,1200.0000000000018
2025-05-21,56819.603368107,2639.8281500000003,4212.875366666667,49388.17841005159,1200.0000000000023
2025-05-22,57179.02115226336,17908.014176666667,14656.933683333333,91688.87992210092,1200.0000000000036
2025-05-23,63469.59250226336,2482.108236666667,183.43833333333328,37955.27691800405,1199.9999999999993
2025-05-24,14595.312683539098,15379.997036666668,13779.354366666666,60262.66253034908,1200.0
2025-05-25,12349.811406738681,11431.253116666667,44115.84574999999,189642.00679800767,1200.0
2025-05-26,75740.72528973661,5764.498023333334,2945.4174333333344,56884.20497945099,1200.0000000000005
2025-05-27,57593.49805658436,16034.495883333337,13912.054416666666,87811.14597998527,1199.9999999999995
2025-05-28,61850.33356666665,2477.61514,3210.979200000002,46631.729116170005,1200.000000000001
2025-05-29,57408.41893106996,17132.123603333333,16089.909799999998,97288.61725988156,1200.0
2025-05-30,66185.3148555,2500.1638633333323,205.33666666666682,40614.39962821111,1200.0000000000016
2025-05-31,20173.240305349795,18693.23878,15404.744133333334,69863.96638425333,1200.0
2025-06-01,17262.572646913573,11938.061023333334,56028.39233333334,242859.40753913738,1200.0000000000016
2025-06-02,100060.5929833333,7849.990063333334,2022.498433333333,71588.19344634666,1200.0000000000002
2025-06-03,73208.72423333333,17832.205886666667,14838.779683333334,104879.10029600166,1200.0
2025-06-04,88970.59375,2750.685843333333,3298.58225,66539.38260047333,1199.9999999999998
2025-06-05,75032.37573333332,17687.910246666666,14612.263666666666,104436.07505570832,1200.0000000000005
2025-06-06,88256.85356502057,2772.5332300000005,82.4383333333335,56382.55431103536,1200.0000000000002
2025-06-07,35308.219754938254,18813.936963333334,15992.780766666665,80424.26917104889,1200.000000000001
2025-06-08,18706.123355761316,12530.07304,50912.02159999999,219402.94476769897,1200.0000000000027
2025-06-09,99998.02046399176,6472.640706666667,2516.6429833333336,74010.55145645575,1200.0
2025-06-10,76310.73628333333,18659.7765,15839.396316666665,109786.06273639,1200.000000000001
2025-06-11,84448.69613516665,3068.79135,3776.627550000001,66891.64545498833,1200.0000000000002
2025-06-12,76190.92916666667,19378.69601666667,14381.966366666666,105096.01216494167,1200.000000000005
2025-06-13,81878.64948333331,2448.2504033333335,233.2249999999999,52830.38952798332,1200.0000000000002
2025-06-14,32930.89152201646,17676.811303333336,16024.486916666669,77409.36310441224,1200.0000000000043
2025-06-15,20036.22637304526,11580.450323333334,52982.30978333333,228274.65546772795,1200.0
2025-06-16,97947.29015843621,6784.000673333334,2464.640133333335,71989.91662481798,1200.0000000000002
2025-06-17,76718.40395041154,17780.276543333333,16082.38625,110288.35127787339,1200.0000000000014
2025-06-18,81251.8399199218,2520.2283566666674,2699.5978500000006,59572.06731250006,1200.000000000003
2025-06-19,71502.79402962961,18012.663973333332,15985.065416666665,108256.51666351463,1200.000000000005
2025-06-20,80813.65973786007,2481.8893200000007,68.79999999999973,50972.22090003788,1200.0000000000002
2025-06-21,23767.70370164609,18984.724403333334,16082.283999999998,74300.33278601641,1200.0000000000005
2025-06-22,17731.52052510288,10908.328216666667,52518.32299938271,223588.2518016948,1199.9999999999993
2025-06-23,91623.45494650205,6849.33194,2196.9757999999993,67327.13330802688,1200.0000000000002
2025-06-24,78125.47209999998,18901.964649999998,16200.715783333333,111691.50901117499,1200.0000000000016
2025-06-25,80280.00040144032,2719.487983333334,3595.3039833333337,63018.76123790916,1200.000000000002
2025-06-26,71511.51808333333,19195.290856666667,15666.413683333334,106086.44623045166,1199.999999999999
2025-06-27,77936.0239611111,2690.9997433333338,105.11333333333346,49421.67440633166,1200.000000000002
2025-06-28,23777.368186213982,18401.018636666668,16004.17205,73397.82754188096,1200.0000000000005
2025-06-29,18276.05203559671,12194.759753333334,54547.810750000004,234210.29871956792,1200.0000000000014
2025-06-30,97926.04891666665,7238.576226666667,2673.295116666666,72652.58221927,1200.000000000001
2025-07-01,65363.684514166656,18796.139843333334,26778.391299999996,140759.77137271024,1200.000000000005
2025-07-02,83245.9662781893,4345.685196666667,3515.204649999998,64556.2044026199,1200.0000000000039
2025-07-03,85504.65022427983,18181.83357,15180.769333333334,113627.92224320577,1200.0000000000002
2025-07-04,79231.42058868312,2918.1658266666664,175.1483333333332,50874.16870194449,1200.0000000000002
2025-07-05,38277.09173106996,17079.927893333333,15224.813516666667,78711.31188919712,1200.0000000000018
2025-07-06,27694.709676748964,11837.298666666667,54704.710016666664,240512.73280898618,1200.0000000000027
2025-07-07,104440.46165226336,6891.1829800000005,2538.519166666667,76524.05663365728,1200.0000000000002
2025-07-08,81429.64553333333,18254.492303333333,15991.883816666668,115647.760758675,1199.9999999999998
2025-07-09,85907.67635110082,2881.5013900000004,2647.4361333333336,62646.17912901103,1200.0000000000002
2025-07-10,80611.34874053497,18221.699343333334,15950.837933333332,113851.64309315385,1200.0000000000032
2025-07-11,88396.29501592592,3107.4613266666674,323.9998166666667,57050.45979957174,1200.0000000000002
2025-07-12,34030.88950288066,18713.959346666667,15369.516699999998,79342.53657874998,1200.0000000000014
2025-07-13,29429.39714115226,12769.717833333332,43205.00508333334,193701.574929722,1200.0000000000014
2025-07-14,92766.6245792181,6177.507356666666,2799.4664,69557.91990573338,1200.0000000000002
2025-07-15,85833.13795,17997.90683666667,14584.037616666668,111208.37346937833,1200.0000000000025
2025-07-16,82319.96746029629,2560.35795,3924.2057166666646,64302.9237894025,1200.0000000000002
2025-07-17,80225.28091543209,18668.684616666666,15907.8901,113193.32836667821,1200.0000000000005
2025-07-18,89257.768843,3023.5408166666666,207.74135000000012,57438.30437151119,1200.0000000000002
2025-07-19,40486.17323148148,19027.29693,16362.787583333331,86394.97372986274,1200.0
2025-07-20,25587.873588065842,12445.14005,49096.860499999995,216943.84859560704,1200.0000000000005
2025-07-21,102596.41631666667,7112.890046666666,2242.7494166666665,75124.68301258332,1200.0000000000002
2025-07-22,79181.75641666667,17887.783320000002,16329.165883333333,113808.27339717667,1200.0000000000048
2025-07-23,93788.89214753086,2895.2973333333334,2570.4273833333327,68681.86932048308,1200.0000000000002
2025-07-24,84556.59121666665,17427.43041,15605.71595,113526.99351556,1200.0000000000014
2025-07-25,79337.62343991768,2888.0539400000007,301.52921666666657,50796.48993734656,1200.0000000000002
2025-07-26,40788.31789958848,17840.46180666667,15990.868716666664,83876.20233099426,1200.000000000004
2025-07-27,25395.006672839503,12884.751193333334,52390.3898,232198.0718721085,1200.000000000001
2025-07-28,100793.90007366255,7072.789866666668,2927.424033333332,75507.75879320454,1200.0000000000002
2025-07-29,81043.8893925926,19001.426073333332,16484.841549999997,116042.74165304351,1200.0000000000027
2025-07-30,75096.39707098764,3437.83953,6480.848216666669,67767.69986595112,1200.0000000000039
2025-07-31,78301.01319999999,18864.958963333334,15337.616183333334,111225.741293525,1199.999999999999
2025-08-01,80838.57532839506,2840.393976666668,240.25666666666655,51954.74360748154,1200.0000000000002
2025-08-02,38835.960697530856,15988.080010000003,13839.708316666667,76067.93508269129,1199.9999999999995
2025-08-03,23181.095081893003,12043.101583333333,48827.55326666667,215699.9750786719,1200.000000000002
2025-08-04,93533.4440936214,6866.926153333334,2365.248916666667,68352.9690807527,1200.0000000000002
2025-08-05,74582.1153,18175.92713333333,15166.325983333334,105289.8328184,1200.0000000000014
2025-08-06,78716.48169650206,2963.315363333333,3483.7171666666654,63113.805985712585,1200.0000000000002
2025-08-07,78223.58486666666,18098.851103333334,15975.551266666665,111836.18216941666,1200.0000000000005
2025-08-08,67438.89910205762,3066.0275233333336,204.14333333333343,43749.36943595428,1200.0000000000039
2025-08-09,26586.23320617283,17423.42444,16485.3377,77882.05593692503,1200.0
2025-08-10,24067.966405349798,12664.435033333333,45613.99678333333,203505.49359281253,1200.0000000000018
2025-08-11,92287.28840041152,6387.141590000001,2632.067883333335,68274.65280473532,1200.000000000002
2025-08-12,75513.94404979423,16315.435466666668,15295.327,108458.44253611652,1200.0000000000032
2025-08-13,67974.23632572015,3050.4091000000003,6057.210050000003,64569.598870314265,1200.0000000000002
2025-08-14,71007.84289485596,19222.83527,16642.182566666663,110261.08929155604,1200.0000000000005
2025-08-15,83204.58083985184,3225.561660000001,228.69868333333312,53304.03084715526,1200.0000000000002
2025-08-16,32819.98675,18368.191166666664,16235.90655,83798.5183726367,1200.0
2025-08-17,23384.725840123454,13109.857549999999,46532.02989259259,204142.97208573166,1200.0
2025-08-18,85789.6187460288,7080.303406666665,2991.7946833333326,66218.89384927799,1200.0000000000002
2025-08-19,69646.54493367078,18103.82916,16579.76881666667,107442.63784329242,1199.9999999999995
2025-08-20,80899.53901317695,3093.323546666667,3296.7884499999986,63201.69665947481,1200.0000000000005
2025-08-21,75728.16485493828,17754.40816,15259.506066666665,108321.92512193718,1200.0000000000018
2025-08-22,72909.79486748969,2883.4005400000005,108.34500000000003,47298.61075260662,1200.0000000000002
2025-08-23,32176.424274691355,17349.314823333334,14916.640883333335,75684.64507989991,1200.0
2025-08-24,23141.245185390944,12980.599156666667,47610.407,211002.48922660013,1200.0
2025-08-25,109379.28985,7124.917530000001,2512.9214999999995,79803.73221469333,1200.0000000000002
2025-08-26,70165.89846090534,18861.52650666667,16245.414233333333,110022.5589014986,1200.0000000000005
2025-08-27,73170.01015967078,3412.3864233333325,5780.964249999999,66147.11921924772,1200.0000000000002
2025-08-28,68657.02805946501,18096.769743333334,18507.165183333334,114707.50623774258,1199.9999999999995
2025-08-29,86620.77178106995,3374.8550733333336,251.66671666666684,55768.74509982759,1200.0000000000002
2025-08-30,31002.604419135794,18525.71268,17517.560733333332,85062.47824820671,1200.0000000000005
2025-08-31,24120.867856378594,12911.917819999999,48185.370350000005,214470.79008035103,1200.0000000000036
2025-09-01,96596.41866625514,7671.055930000001,365.5941333333339,64693.77592632495,1200.0000000000002
2025-09-02,59167.0413210782,17166.997853333334,17006.861399999998,103559.24980703561,1200.0000000000032
2025-09-03,65783.03710308642,3151.453043333333,3892.5991666666678,53633.102060695266,1200.0000000000055
2025-09-04,61279.07236928394,19176.326950000002,16841.378299999997,107121.67359475663,1200.0000000000027
2025-09-05,56161.257119958835,3329.683226666667,26.07391666666672,35439.41730205092,1200.0000000000027
2025-09-06,15946.72637880658,17735.44986,16525.88578333333,72893.79524441085,1200.0000000000005
2025-09-07,13282.327000617279,13791.348890000001,48216.97763333334,204585.41749832538,1200.0000000000005
2025-09-08,85351.94463333333,7677.751973333334,3141.575683333334,65579.55669167334,1200.0000000000014
2025-09-09,56538.19671206996,19074.474253333334,17674.916516666668,105081.73258357987,1200.0000000000007
2025-09-10,70032.79486769545,2694.0577099999996,3053.8274166666665,53512.65177265368,1200.000000000001
2025-09-11,67849.47199547324,19521.303883333334,16329.37158333333,107970.83562565621,1200.000000000001
2025-09-12,56317.900627572024,6111.388043333334,281.0175000000003,35027.29400673087,1200.000000000005
2025-09-13,16785.776930041146,18191.142266666666,16495.642399999997,75555.73611262956,1200.0000000000011
2025-09-14,14562.724822633743,14417.261429999999,50342.248049999995,218283.66047840146,1200.0000000000023
2025-09-15,72040.75597981685,6886.23568,3336.998116666667,57454.25997832806,1200.0000000000005
2025-09-16,67637.43186790124,19017.081766666666,18230.923416666665,114079.38018416511,1200.0000000000007
2025-09-17,73121.28775499381,3294.3784366666673,2870.159716666667,55844.474328863624,1200.0000000000014
2025-09-18,61062.6089854897,19652.38494,18438.345416666667,112293.7421360352,1200.000000000001
2025-09-19,69045.03014753085,3319.9844433333333,250.42500000000035,43683.3680329387,1200.0000000000018
2025-09-20,17861.41442037036,19626.50278,17685.062766666662,82191.95209282186,1199.9999999999975
2025-09-21,15199.982495884777,12378.020500000002,48593.690716666664,208590.19925866483,1200.0
2025-09-22,87161.80358333333,7308.0946933333325,3315.2403666666664,66600.01267856333,1199.999999999999
2025-09-23,65219.71249866666,20749.189696666665,17757.665666666668,114075.70639584318,1200.0
2025-09-24,61480.85542448559,2806.4284733333343,7918.637116666669,63999.01788839049,1200.0000000000007
2025-09-25,62865.35559629629,19296.842036666665,18082.281316666667,111173.66393519702,1200.0
2025-09-26,79119.76515847942,2933.50856,142.35166666666646,50239.96565131094,1200.0000000000036
2025-09-27,15994.98909053498,20351.3062,20313.301916666664,90549.30876885369,1199.9999999999995
2025-09-28,14756.025053086414,14944.310213333334,52667.6093,227444.9580176209,1200.0000000000016
2025-09-29,88220.46788333333,7481.533890000001,3043.463916666666,68471.01216070833,1200.0000000000036
2025-09-30,64245.5581292181,21757.673853333334,20079.088949999998,120229.8827865429,1200.0
2025-10-01,63678.51638577983,6692.245813333333,5217.4432166666675,55630.89742977538,1199.9999999999995
2025-10-02,62165.05218559671,19967.0315,17965.84093333333,110485.13475109354,1200.0
2025-10-03,61194.39195308642,2869.0298466666673,201.51666666666665,37385.4658853387,1200.000000000006
2025-10-04,19762.111346296282,19696.219393333333,19005.09478333333,85293.88010727832,1200.0000000000002
2025-10-05,12729.209496296295,14382.253143333333,46834.35751111111,203572.6698031767,1200.0000000000023
2025-10-06,70885.54222880657,6389.849546666666,3781.033416666668,58047.273291388294,1200.0000000000023
2025-10-07,60845.12868251029,21127.73098,19176.357383333332,114079.14751359324,1200.0000000000036
2025-10-08,66106.08293600823,2865.728533333334,3092.755183333334,50603.62325042155,1200.0000000000032
2025-10-09,65513.507766666655,21952.443593333333,19042.951166666666,118756.69930610998,1200.0
2025-10-10,70606.44969443209,3200.1312699999994,193.00166666666678,44076.0513387148,1200.0000000000027
2025-10-11,18251.83541851852,20104.42578,18425.02373333333,85757.3993627161,1199.9999999999998
2025-10-12,12455.078402880654,13611.909806666667,52408.92593333333,225655.33214214304,1200.0000000000002
2025-10-13,83379.6917,7356.620683333333,2770.847849999999,62650.391942368326,1200.0000000000018
2025-10-14,62236.58514629629,21074.86635333333,20061.17148333333,117275.23251342295,1199.9999999999984
2025-10-15,74646.02403456789,2827.5277400000004,2607.950033333332,55349.549273421966,1199.9999999999998
2025-10-16,55683.495882495874,21940.117426666668,21450.643799999998,119936.04253171863,1200.0000000000005
2025-10-17,64680.321238477365,2730.297066666667,79.39166666666665,39597.896190590065,1200.0000000000048
2025-10-18,21787.515624485593,21161.444519999997,19094.569649999998,87551.20770230037,1200.0000000000005
2025-10-19,12894.48695329218,15402.621363333332,55798.60011625513,241767.24745328884,1200.0000000000027
2025-10-20,88414.10948333333,8015.855923333333,2641.920516666666,67002.55890990999,1200.0000000000005
2025-10-21,63528.57892798353,21298.896066666668,19692.85085,118470.26477336446,1200.0000000000005
