日期,情景,计划购电量_kWh,调整购电量_kWh,紧急购电量_kWh,计划购电费_元,调整费用_元,紧急购电费_元,总费用_元
2025-02-05,仅0:00预报,84644.98419864608,84644.98419864608,4134.430716666668,52740.988818328595,0.0,17377.498426066675,70118.48724439528
2025-02-05,更新至6:00,84644.98419864608,86576.46446797941,2471.1074666666664,52740.988818328595,1912.9713953410915,11557.645464966665,66211.60567863635
2025-02-05,更新至12:00,84644.98419864608,86263.39263464608,2470.5850333333333,52740.988818328595,1522.3334585535915,11592.491801866665,65855.81407874885
2025-02-05,更新至18:00,84644.98419864608,86263.39263464608,2470.5850333333333,52740.988818328595,1522.3334585535952,11592.491801866665,65855.81407874885
2025-02-06,仅0:00预报,90656.13744897119,90656.13744897119,2278.973383333333,56810.75382177823,0.0,10993.60493360833,67804.35875538655
2025-02-06,更新至6:00,90656.13744897119,90656.13744897119,2181.352056499995,56810.75382177823,0.0,10713.712232665644,67524.46605444387
2025-02-06,更新至12:00,90656.13744897119,90656.13744897119,2209.200739833328,56810.75382177823,0.0,10837.024446140644,67647.77826791887
2025-02-06,更新至18:00,90656.13744897119,90656.13744897119,2209.200739833328,56810.75382177823,4.998071290174266e-13,10837.024446140644,67647.77826791887
2025-02-07,仅0:00预报,39553.82654218107,39553.82654218107,2613.041966666666,21144.12139582062,0.0,12311.30095943333,33455.42235525395
2025-02-07,更新至6:00,39553.82654218107,39553.82654218107,1820.0941999999995,21144.12139582062,0.0,8382.887419524997,29527.008815345616
2025-02-07,更新至12:00,39553.82654218107,39553.82654218107,1820.0941999999998,21144.12139582062,0.0,8382.887419524997,29527.008815345616
2025-02-07,更新至18:00,39553.82654218107,39553.82654218107,1820.0941999999995,21144.12139582062,0.0,8382.887419524997,29527.008815345616
2025-02-08,仅0:00预报,35425.13346152263,35425.13346152263,2875.1766833333354,18787.698275624687,0.0,11159.856123183343,29947.55439880803
2025-02-08,更新至6:00,35425.13346152263,36003.88246152263,2418.446266666667,18787.698275624687,670.8928870875026,11139.012220449997,30597.603383162186
2025-02-08,更新至12:00,35425.13346152263,35844.04606152263,2468.7527833333334,18787.698275624687,477.4550999175013,11268.21587155833,30533.36924710052
2025-02-08,更新至18:00,35425.13346152263,35844.04606152263,2468.7527833333334,18787.698275624687,477.4550999175013,11268.21587155833,30533.36924710052
2025-02-09,仅0:00预报,85970.8027563786,85970.8027563786,1594.3492166666665,53829.00157651148,0.0,6664.394069333332,60493.39564584481
2025-02-09,更新至6:00,85970.8027563786,86976.31632613168,1887.152435166668,53829.00157651148,1193.5906432008364,8954.786660137339,63977.37887984965
2025-02-09,更新至12:00,85970.8027563786,86331.0117703786,1887.152435166668,53829.00157651148,428.4967719207989,8954.786660137339,63212.28500856962
2025-02-09,更新至18:00,85970.8027563786,86331.0117703786,1887.1524351666685,53829.00157651148,428.4967719208102,8954.786660137343,63212.28500856963
2025-02-10,仅0:00预报,81685.42790679011,81685.42790679011,1878.1984000000002,50509.65643215722,0.0,8609.294238475002,59118.95067063223
2025-02-10,更新至6:00,81685.42790679011,81685.42790679011,2730.9448853333315,50509.65643215722,1.5980390344338958e-13,13194.087523642658,63703.74395579988
2025-02-10,更新至12:00,81685.42790679011,82933.37679362138,2381.5214353333313,50509.65643215722,1411.950052900703,11497.675420617657,63419.28190567558
2025-02-10,更新至18:00,81685.42790679011,82933.37679362137,2381.5214353333313,50509.65643215722,1411.9500529007046,11497.675420617657,63419.28190567558
2025-02-11,仅0:00预报,82770.11567773044,82770.11567773044,4084.7523666666666,51584.16103331916,0.0,18224.444938775,69808.60597209416
2025-02-11,更新至6:00,82770.11567773044,82770.11567773044,3188.0585380658467,51584.16103331916,1.3728751468988776e-14,15004.31710287058,66588.47813618973
2025-02-11,更新至12:00,82770.11567773044,82770.11567773044,3162.9140047325127,51584.16103331916,0.0,14897.998605512244,66482.1596388314
2025-02-11,更新至18:00,82770.11567773044,82770.11567773044,3162.9140047325163,51584.16103331916,2.2848325897939503e-12,14897.998605512268,66482.15963883142
2025-02-12,仅0:00预报,82719.79079287447,82719.79079287447,1825.8661666666667,51594.483310790165,0.0,8624.711979666667,60219.19529045683
2025-02-12,更新至6:00,82719.79079287447,82719.79079287447,2629.755756500007,51594.483310790165,0.0,13111.920845554869,64706.40415634503
2025-02-12,更新至12:00,82719.79079287447,82719.79079287447,2622.5352898333404,51594.483310790165,7.232188181660604e-14,13080.236967071536,64674.7202778617
2025-02-12,更新至18:00,82719.79079287447,82719.79079287447,2622.5352898333404,51594.483310790165,9.905420483846682e-13,13080.236967071536,64674.7202778617
2025-02-13,仅0:00预报,77352.8109393004,77352.8109393004,2253.243933333337,47298.60311036335,0.0,10686.983196291674,57985.58630665502
2025-02-13,更新至6:00,77352.8109393004,77372.24787996706,2868.7086740391037,47298.60311036335,21.61075797529817,14357.772995502786,61677.986863841434
2025-02-13,更新至12:00,77352.8109393004,78363.04904814812,2711.457057372437,47298.60311036335,1191.5664511656119,13656.971391902785,62147.14095343175
2025-02-13,更新至18:00,77352.8109393004,78363.04904814812,2711.4570573724386,47298.60311036335,1191.566451165615,13656.971391902796,62147.140953431765
2025-02-14,仅0:00预报,35053.60619650205,35053.60619650205,2145.642710905349,18580.440276988455,0.0,8506.12454211121,27086.564819099665
2025-02-14,更新至6:00,35053.60619650205,35738.139996502054,1790.204516666669,18580.440276988455,783.1821230650006,7520.191890808346,26883.814290861803
2025-02-14,更新至12:00,35053.60619650205,35782.129896502054,1799.8090666666692,18580.440276988455,805.3946092049955,7541.374725833348,26927.209612026796
2025-02-14,更新至18:00,35053.60619650205,35782.129896502054,1799.809066666669,18580.440276988455,805.3946092049955,7541.374725833346,26927.209612026796
